Coordination,r1_c36,r2_c36,r3_c36
ZF1,1.392,1.299,1.108
ZF1,1.224,0.948,1.376
ZF1,1.515,1.574,1.93
ZF1,1.248,1.17,1.683
ZF1,1.307,1.268,1.275
ZF1,1.928,1.711,1.843
ZF1,1.046,1.143,1.729
ZF1,1.387,1.782,1.423
ZF1,1.437,1.019,2.732
ZF1,1.437,1.61,1.286
ZF1,1.888,1.39,1.717
ZF1,1.543,1.958,2.244
ZF1,1.686,1.591,1.528
ZF1,1.697,1.212,1.606
ZF1,1.44,1.722,1.826
ZF1,1.827,2.021,1.61
ZF1,1.956,1.562,1.551
ZF1,1.365,1.847,1.14
ZF1,1.787,1.732,1.601
ZF1,1.808,2.268,1.852
ZF1,1.457,1.67,1.198
ZF1,1.231,1.492,1.264
ZF1,1.278,0.986,0.881
ZF1,1.607,1.312,1.31
ZF1,1.6,2.128,1.021
ZF1,1.184,1.471,1.217
ZF1,1.675,0.941,1.885
ZF1,1.216,1.711,0.947
ZF1,2.045,1.734,1.151
ZF1,1.679,1.73,1.762
ZF1,1.173,1.693,0.827
ZF1,1.602,1.5,2.031
ZF1,0.779,1.741,1.292
ZF1,0.993,1.012,1.69
ZF1,1.392,1.81,1.311
ZF1,1.199,1.038,1.461
ZF1,1.563,1.583,2.01
ZF1,1.591,1.979,1.716
ZF1,1.161,1.526,1.915
ZF1,1.569,2.324,1.493
ZF1,1.042,2.209,1.219
ZF1,1.644,1.672,2.128
ZF1,1.268,1.399,1.152
ZF1,1.165,1.691,1.546
ZF1,1.034,1.399,2.143
ZF1,1.902,2.082,1.224
ZF1,1.241,0.969,1.699
ZF1,1.327,1.382,1.111
ZF1,1.137,1.447,1.11
ZF1,1.773,1.316,1.362
ZF1,1.617,1.761,1.797
ZF1,1.382,1.683,1.361
ZF1,1.68,1.257,1.245
ZF1,0.816,1.346,1.162
ZF1,1.595,1.953,1.007
ZF1,1.275,1.273,1.562
ZF1,1.797,1.462,1.132
ZF1,1.181,2.63,1.471
ZF1,2.085,1.396,1.266
ZF1,1.086,1.567,1.132
ZF1,1.305,1.733,1.699
ZF1,2.127,1.087,0.935
ZF1,1.72,1.117,1.281
ZF1,1.606,1.105,1.738
ZF1,1.811,2.964,1.38
ZF1,2.107,1.925,1.525
ZF1,1.809,2.189,1.013
ZF1,1.413,0.864,1.21
ZF1,1.899,1.654,1.806
ZF1,1.269,0.808,1.349
ZF1,1.757,1.362,1.199
ZF1,1.174,2.005,1.787
ZF1,0.782,1.33,1.608
ZF1,1.707,1.288,1.643
ZF1,1.162,1.801,1.516
ZF1,1.613,1.529,1.605
ZF1,1.359,1.622,0.93
ZF1,1.283,1.669,1.4
ZF1,2.058,1.793,1.92
ZF1,1.123,1.33,1.334
ZF1,1.341,1.068,1.077
ZF1,1.16,2.075,1.786
ZF1,1.2,1.42,1.444
ZF1,1.829,1.344,1.717
ZF1,1.026,1.194,2.154
ZF1,1.228,1.264,1.472
ZF1,1.988,1.572,1.84
ZF1,0.979,1.916,1.597
ZF1,2.141,1.717,0.879
ZF1,1.732,1.513,1.384
ZF1,1.463,1.262,2.167
ZF1,1.978,1.338,2.159
ZF1,1.423,1.333,1.087
ZF1,1.494,0.993,1.288
ZF1,1.239,1.775,1.038
ZF1,1.389,1.123,1.129
ZF1,0.87,1.767,1.957
ZF1,1.506,1.54,1.076
ZF1,2.343,2.081,1.269
ZF1,1.722,1.516,2.054
ZF1,1.39,1.693,1.414
ZF1,1.678,1.148,1.439
ZF1,0.985,1.27,1.492
ZF1,1.532,1.222,1.363
ZF1,1.036,2.149,1.708
ZF1,1.407,1.635,1.743
ZF1,1.571,1.545,1.709
ZF1,1.361,1.858,1.29
ZF1,1.381,1.316,1.415
ZF1,1.452,1.698,1.379
ZF1,1.564,1.68,1.199
ZF1,1.527,1.653,1.281
ZF1,1.507,1.21,1.548
ZF1,1.774,1.08,1.273
ZF1,1.455,1.619,1.655
ZF1,1.047,1.452,1.526
ZF1,1.534,1.411,1.747
ZF1,1.94,1.526,1.153
ZF1,1.1,1.597,0.958
ZF1,1.258,1.448,1.14
ZF1,1.247,1.369,0.784
ZF1,1.877,2.477,1.141
ZF1,1.681,1.093,1.241
ZF1,1.428,1.723,1.331
ZF1,1.691,1.401,1.571
ZF1,1.703,2.007,1.724
ZF1,1.261,1.854,1.017
ZF1,1.561,2.156,1.522
ZF1,1.081,1.071,1.672
ZF1,1.973,1.577,1.611
ZF1,1.408,1.775,1.846
ZF1,3.781,1.129,1.048
ZF1,2.526,1.454,1.048
ZF1,1.215,1.707,1.273
ZF1,2.312,1.469,2.21
ZF1,1.55,1.824,1.324
ZF1,1.654,2.397,0.99
ZF1,1.643,2.004,1.378
ZF1,1.495,1.417,1.161
ZF1,1.682,1.864,1.179
ZF1,1.535,2.158,1.645
ZF1,1.126,1.537,1.252
ZF1,1.126,1.756,1.589
ZF1,1.575,3.14,1.621
ZF1,1.278,2.075,2.325
ZF1,1.855,1.263,1.936
ZF1,2.047,2.397,1.141
ZF1,1.111,1.82,1.412
ZF1,1.333,2.489,1.542
ZF1,0.994,1.381,1.423
ZF1,1.232,0.935,1.28
ZF1,1.918,1.845,1.266
ZF1,1.382,1.335,1.395
ZF1,1.203,1.661,0.899
ZF1,1.112,1.857,1.119
ZF1,2.061,1.415,1.141
ZF1,1.168,1.529,1.559
ZF1,0.973,1.482,1.362
ZF1,1.65,1.601,0.966
ZF1,1.303,1.024,1.593
ZF1,1.937,1.077,1.081
ZF1,1.812,1.421,1.3
ZF1,1.068,1.385,3.233
ZF1,2.138,1.446,1.561
ZF1,1.551,1.436,1.34
ZF1,1.079,1.562,1.164
ZF1,1.718,1.597,1.381
ZF1,1.16,1.644,1.269
ZF1,2.035,1.649,1.062
ZF1,1.521,1.58,1.512
ZF1,1.508,1.567,1.325
ZF1,1.344,1.417,1.445
ZF1,1.292,1.209,1.501
ZF1,0.985,1.881,0.965
ZF1,1.198,1.06,1.353
ZF1,1.408,2.007,1.368
ZF1,1.176,0.573,1.557
ZF1,0.844,1.384,1.232
ZF1,0.949,1.743,1.347
ZF1,1.382,1.614,1.352
ZF1,1.018,1.713,1.951
ZF2,2.353,2.353,2.353
ZF2,1.788,2.183,2.753
ZF2,2.074,2.109,2.883
ZF2,2.107,2.01,2.094
ZF2,1.836,1.55,1.428
ZF2,1.703,1.521,1.981
ZF2,1.546,1.578,2.149
ZF2,2.717,1.636,2.585
ZF2,2.16,1.731,1.376
ZF2,1.899,1.746,2.085
ZF2,1.491,1.738,1.801
ZF2,2.063,2.097,1.781
ZF2,1.916,1.734,1.598
ZF2,2.489,3.871,1.804
ZF2,1.915,1.718,1.965
ZF2,1.3,2.131,1.288
ZF2,1.506,1.625,1.741
ZF2,2.371,1.591,1.585
ZF2,1.889,1.891,1.853
ZF2,2.119,1.402,1.54
ZF2,1.938,1.792,1.477
ZF2,2.126,1.67,1.82
ZF2,1.564,2.279,1.344
ZF2,2.369,1.488,1.729
ZF2,1.703,2.386,1.465
ZF2,2.317,1.898,1.904
ZF2,3.312,2.158,1.943
ZF2,1.842,2.07,1.482
ZF2,2.407,2.298,2.029
ZF2,1.905,1.971,1.31
ZF2,1.711,2.374,1.512
ZF2,2.279,2.674,2.003
ZF2,1.839,1.787,3.437
ZF2,1.86,1.478,1.92
ZF2,2.254,1.579,1.322
ZF2,1.457,2.084,2.12
ZF2,2.009,1.683,1.667
ZF2,2.758,1.646,1.455
ZF2,2.017,2.261,1.711
ZF2,2.115,1.577,1.466
ZF2,1.721,1.78,1.725
ZF2,1.952,1.678,2.182
ZF2,2,1.774,1.756
ZF2,2.113,1.433,1.782
ZF2,2.677,1.763,1.482
ZF2,2.082,1.707,1.722
ZF2,1.767,1.893,1.942
ZF2,1.621,1.438,1.584
ZF2,1.885,1.773,2
ZF2,2.104,1.681,1.987
ZF2,2.088,1.708,1.294
ZF2,2.06,1.422,1.729
ZF2,2.253,1.549,1.69
ZF2,2.451,1.927,1.498
ZF2,1.874,1.433,2.072
ZF2,2.511,1.916,2.008
ZF2,1.869,1.497,1.623
ZF2,1.88,1.835,1.83
ZF2,1.925,2.317,2.047
ZF2,2.096,1.631,2.255
ZF2,2.132,1.725,1.896
ZF2,1.909,1.746,1.287
ZF2,1.731,1.831,1.979
ZF2,1.803,2.094,1.776
ZF2,1.964,1.565,2.223
ZF2,1.377,1.444,1.7
ZF2,1.448,1.807,1.55
ZF2,1.649,1.817,2.132
ZF2,2.471,1.875,1.922
ZF2,2.178,1.81,1.871
ZF2,2.447,1.183,1.694
ZF2,2.31,1.721,1.642
ZF2,2.251,2.189,1.675
ZF2,1.93,2.034,2.895
ZF2,1.799,1.993,1.656
ZF2,1.825,1.899,2.048
ZF2,2.453,1.613,1.77
ZF2,2.498,0.933,1.549
ZF2,2.911,2.299,1.642
ZF2,1.715,2.432,2.512
ZF2,2.032,2.078,2.735
ZF2,1.95,1.295,1.232
ZF2,1.74,1.628,2.882
ZF2,2.173,1.691,2.052
ZF2,2.434,1.057,1.466
ZF2,2.617,2.13,2.072
ZF2,2.161,1.993,2.524
ZF2,1.562,2.502,1.991
ZF2,1.835,1.899,1.61
ZF2,1.509,2.085,2.631
ZF2,1.754,2.025,1.827
ZF2,2.328,1.388,1.63
ZF2,1.821,1.805,2.863
ZF2,1.574,1.873,1.411
ZF2,1.624,1.493,1.813
ZF2,1.976,1.464,1.411
ZF2,2.108,1.723,2.137
ZF2,1.594,2.112,1.487
ZF2,1.565,1.933,2
ZF2,1.643,2.065,1.754
ZF2,2.506,1.831,1.727
ZF2,1.865,1.634,2.142
ZF2,1.341,1.879,1.847
ZF2,1.36,1.693,2.068
ZF2,1.807,1.492,2.249
ZF2,1.756,1.515,2.031
ZF2,1.546,2.551,1.746
ZF2,1.47,2.423,2.344
ZF2,1.652,1.641,2.057
ZF2,2.102,2.102,1.524
ZF2,1.502,1.625,2.229
ZF2,2.139,2.012,1.602
ZF2,2.091,1.205,2.09
ZF2,1.44,1.617,1.524
ZF2,1.579,2.286,2.355
ZF2,2.181,1.878,2.141
ZF2,1.657,1.677,1.857
ZF2,2.009,1.247,2.331
ZF2,2.479,2.169,1.502
ZF2,2.226,2.212,2.053
ZF2,1.349,1.791,2.176
ZF2,1.829,1.456,1.45
ZF2,1.813,1.5,2.288
ZF2,1.819,1.557,1.476
ZF2,1.905,1.843,2.165
ZF2,2.262,1.403,1.957
ZF2,1.763,1.81,1.649
ZF2,1.886,1.686,2.133
ZF2,1.758,1.346,1.484
ZF2,1.257,1.831,1.596
ZF2,1.44,1.607,1.861
ZF2,1.324,1.238,1.916
ZF2,1.507,1.597,1.742
ZF2,2.011,1.753,1.911
ZF2,2.343,1.188,2.333
ZF2,2.046,1.999,1.69
ZF2,1.933,1.347,2.147
ZF2,1.488,1.435,1.517
ZF2,1.789,2.498,2.526
ZF2,2.184,1.877,1.236
ZF2,1.616,2.252,2.042
ZF2,1.865,1.403,2.459
ZF2,1.977,2.078,2.715
ZF2,2.06,2.631,1.624
ZF2,1.684,1.524,2.077
ZF2,2.009,1.684,2.072
ZF2,2.348,1.598,2.051
ZF2,2.456,1.343,2.086
ZF2,1.905,1.633,1.754
ZF2,1.856,1.611,1.831
ZF2,3.266,1.535,1.48
ZF2,1.387,1.887,1.489
ZF2,1.276,1.914,1.781
ZF2,1.99,2.059,1.472
ZF2,1.668,1.789,1.824
ZF2,1.523,1.045,1.531
ZF2,1.516,1.165,1.744
ZF2,1.389,1.774,1.795
ZF2,1.673,1.483,1.585
ZF2,1.35,2.111,1.615
ZF2,2.273,1.532,2.503
ZF2,1.981,1.369,2.376
ZF2,2.067,2.948,1.718
ZF2,1.802,1.494,1.643
ZF2,1.873,2.036,1.776
ZF2,2.161,2.857,1.949
ZF2,1.955,1.916,2.46
ZF2,1.982,1.409,1.449
ZF2,1.818,2.225,1.732
ZF2,1.489,1.809,1.792
ZF2,1.99,1.787,1.774
ZF2,2.04,1.451,2.327
ZF2,1.591,1.456,2.051
ZF2,2.368,1.796,1.612
ZF2,2.775,2.063,1.444
ZF2,2.057,2.023,1.835
ZF2,1.408,1.942,1.869
ZF2,1.907,1.602,2.237
ZF2,2.138,1.672,1.623
ZF2,1.641,2.189,1.549
ZF2,1.6,1.689,1.724
ZF2,2.189,1.362,1.827
ZF2,1.462,1.975,1.562
ZF2,1.942,1.53,2.009
ZF2,1.663,1.696,1.751
ZF2,1.828,1.916,1.993
ZF2,1.699,1.582,2.186
ZF2,2.242,1.917,1.7
ZF2,2.253,2.157,1.938
ZF2,2.244,1.826,1.239
ZF2,2.056,1.826,2.239
ZF2,1.607,2.089,1.875
ZF2,1.743,1.889,2.406
ZF2,1.805,1.453,1.89
ZF2,1.613,1.763,1.751
ZF2,1.422,1.365,1.962
ZF2,1.22,2.161,1.864
ZF2,2.454,2.138,1.934
ZF2,1.76,1.911,1.67
ZF2,2.117,1.307,1.804
ZF2,2.055,1.81,1.836
ZF2,2.202,2.041,1.805
ZF2,1.672,1.61,1.877
ZF2,2.15,1.161,1.349
ZF2,1.678,2.045,1.863
ZF2,1.268,2.357,2.114
ZF2,2.113,1.559,1.498
ZF2,1.697,1.904,1.623
ZF2,1.31,1.502,1.757
ZF2,2.385,1.432,1.129
ZF2,2.305,1.812,2.2
ZF2,1.737,1.282,1.761
ZF2,2.085,1.72,1.73
ZF2,2.524,1.802,1.732
ZF2,2.419,1.666,1.914
ZF2,1.954,1.707,2.168
ZF2,2.225,1.304,1.231
ZF2,1.209,1.481,1.663
ZF2,2.107,2.073,2.296
ZF2,1.777,1.535,1.932
ZF2,1.714,1.362,1.494
ZF2,1.799,1.289,1.844
ZF2,1.972,2.233,1.377
ZF2,2.321,1.52,1.401
ZF2,1.66,2.135,1.418
ZF2,1.841,1.802,1.478
ZF2,1.656,1.804,1.758
ZF2,2.201,2.602,1.941
ZF2,2.133,2.239,2.083
ZF2,1.618,1.446,1.767
ZF2,1.901,1.894,1.631
ZF2,1.566,1.619,1.267
ZF2,2.668,1.649,1.269
ZF2,2.292,1.777,1.789
ZF2,1.97,2.326,1.817
ZF2,2.997,1.923,1.658
ZF2,1.979,1.234,2.894
ZF2,2.178,1.736,1.763
ZF2,1.647,1.704,2.227
ZF2,1.227,1.781,1.562
ZF2,1.737,1.563,1.646
ZF2,1.694,1.524,1.544
ZF2,2.229,1.765,1.99
ZF2,1.251,2.525,2.638
ZF2,1.771,1.993,1.269
ZF2,2.209,2.133,1.188
ZF2,1.562,1.878,1.346
ZF2,2.407,1.317,2.072
ZF2,1.751,1.775,2.194
ZF2,2.628,1.374,2.314
ZF2,2.797,1.607,1.493
ZF2,2.038,1.798,1.4
ZF2,2.246,2.031,2.024
ZF2,2.13,1.801,2.665
ZF2,2.01,1.93,1.521
ZF2,2.177,1.562,1.796
ZF2,2.701,1.753,1.684
ZF2,1.581,2.192,1.651
ZF2,2.394,2.125,1.218
ZF2,2.265,1.358,1.663
ZF2,1.948,1.883,1.319
ZF2,2.49,1.359,1.848
ZF2,1.895,1.547,1.407
ZF2,2.204,1.542,1.926
ZF2,2.065,2.129,1.592
ZF2,1.715,2.05,1.736
ZF2,2.012,2.285,1.844
ZF2,1.559,1.771,2.418
ZF2,2.028,1.932,1.437
ZF2,1.875,1.56,1.536
ZF2,2.386,1.701,1.511
ZF2,2.05,1.638,1.994
ZF2,2.655,1.978,1.367
ZF2,1.93,2.473,1.718
ZF2,2.818,1.682,1.752
ZF2,1.982,1.909,1.782
ZF2,2.183,1.627,1.274
ZF2,2.093,1.81,1.761
ZF2,1.713,1.269,1.713
ZF2,2.534,1.704,1.947
ZF2,1.918,2.055,1.525
ZF2,1.96,1.506,2.112
ZF2,1.927,1.682,1.892
ZF2,2.096,1.892,1.266
ZF2,2.859,1.715,1.834
ZF2,1.907,2.013,1.671
ZF2,2.317,1.546,2.459
ZF2,3.084,0.843,2.181
ZF2,2.035,1.145,1.478
ZF2,1.323,1.19,1.845
ZF2,2.364,1.58,1.529
ZF2,2.338,1.653,1.629
ZF2,2.665,1.936,1.806
ZF2,2.161,1.844,2.01
ZF2,1.639,1.348,2.696
ZF2,2.199,2.041,1.671
ZF2,1.67,1.872,1.403
ZF2,1.845,1.741,1.422
ZF2,1.527,1.497,2.128
ZF2,2.676,1.697,1.339
ZF2,1.985,1.729,2.845
ZF2,1.955,1.454,1.343
ZF2,2.376,1.485,2.289
ZF2,1.582,1.513,1.892
ZF2,1.766,1.646,1.673
ZF2,2.143,1.713,2.189
ZF2,1.707,1.615,1.578
ZF2,1.904,2.043,2.201
ZF2,2.482,2.1,2.545
ZF2,1.574,1.629,1.506
ZF2,2.563,2.172,1.824
ZF2,2.392,1.561,1.472
ZF2,1.308,1.153,1.739
ZF2,1.787,1.639,1.297
ZF2,1.845,1.31,2.28
ZF2,1.997,2.069,2.152
ZF2,1.825,1.951,2.392
ZF2,2.295,1.999,1.68
ZF2,1.976,1.342,2.019
ZF2,2.08,2.094,3.341
ZF2,1.721,1.847,2.078
ZF2,1.529,1.466,2.83
ZF2,1.364,1.698,2.259
ZF2,2.406,2.177,1.893
ZF2,1.781,1.412,2.743
ZF2,1.699,1.098,2.261
ZF2,3.733,1.871,1.9
ZF2,1.587,1.691,1.829
ZF2,1.578,2.344,2.198
ZF2,2.22,1.597,1.95
ZF2,2.195,1.601,1.326
ZF2,2.68,1.614,2.245
ZF2,2.264,2.051,1.045
ZF2,1.917,1.552,2.137
ZF2,1.75,1.833,2.935
ZF2,2.038,1.575,1.789
ZF2,2.165,1.621,2.382
ZF2,2.087,1.634,2.294
ZF2,2.704,1.973,2.529
ZF2,2.938,1.742,2.032
ZF2,1.69,1.755,2.292
ZF2,2.824,2.008,1.449
ZF2,1.678,1.986,2.031
ZF2,1.829,1.917,2.099
ZF2,2.356,1.42,2.289
ZF2,1.526,1.906,2.168
ZF2,1.838,2.153,1.996
ZF2,2.361,1.788,1.542
ZF2,1.666,1.419,1.454
ZF2,1.998,1.347,1.736
ZF2,2.469,1.442,2.262
ZF2,1.598,1.741,1.964
ZF2,1.658,2.099,1.418
ZF2,2.241,1.788,1.605
ZF2,1.833,1.823,2.571
ZF2,1.908,1.5,1.892
ZF2,2.105,2.105,1.609
ZF2,2.865,1.196,2.467
ZF2,2.2,1.428,2.004
ZF2,1.625,1.459,2.409
ZF2,1.309,1.853,1.652
ZF2,2.221,1.858,1.782
ZF2,2.367,1.89,2.295
ZF2,2.13,1.241,2.215
ZF2,1.811,1.87,1.82
ZF2,1.867,1.659,2.042
ZF2,2.231,2.135,1.723
ZF2,2.385,1.847,2.45
ZF2,1.356,1.633,2.106
ZF2,1.25,1.135,2.26
ZF2,1.664,1.87,2.309
ZF2,2.194,1.493,1.77
ZF2,2.646,1.83,2.071
ZF2,1.932,1.86,1.822
ZF2,1.349,1.155,2.581
ZF2,2.345,1.657,2.138
ZF2,2.148,1.748,2.102
ZF2,1.621,1.735,1.69
ZF2,2.084,1.682,2.002
ZF2,2.265,2.514,2.321
ZF2,1.875,1.536,2.389
ZF2,2.558,1.449,1.689
ZF2,1.355,1.538,2.319
ZF2,1.442,1.823,2.334
ZF2,2.486,2.163,2.187
ZF2,2.126,1.387,3.185
ZF2,1.996,1.501,2.006
ZF2,1.437,1.311,2.131
ZF2,1.726,1.87,2.403
ZF2,1.911,2.039,2.222
ZF2,1.926,1.871,2.147
ZF2,1.623,1.86,1.806
ZF2,2.007,1.417,1.531
ZF2,2.633,1.574,1.571
ZF2,1.491,1.666,2.838
ZF2,2.31,1.913,1.878
ZF2,2.037,1.353,1.706
ZF2,1.608,1.886,2.153
ZF2,2.315,1.693,1.223
ZF2,1.711,1.787,2.58
ZF2,1.822,1.759,2.229
ZF2,1.949,1.293,3.072
ZF2,2.138,1.851,2.293
ZF2,1.82,1.389,1.984
ZF2,2.153,1.572,2.134
ZF2,2.062,1.603,1.818
ZF2,1.853,1.904,1.743
ZF2,2.209,1.124,1.485
ZF2,1.839,1.211,2.644
ZF2,1.886,2.072,2.058
ZF2,1.541,1.962,1.92
ZF2,2.033,1.987,1.749
ZF2,1.849,1.861,2.635
ZF2,2.005,1.592,1.236
ZF2,1.719,1.434,1.633
ZF2,2.325,1.561,1.674
ZF2,2.597,1.872,1.487
ZF2,1.685,2.022,1.724
ZF2,1.95,1.392,2.894
ZF2,1.664,1.798,2.434
ZF2,2.104,1.884,2.212
ZF2,1.592,1.557,2.527
ZF2,2.761,1.69,1.781
ZF2,2.003,1.709,2.405
ZF2,2.363,1.597,1.862
ZF2,2.914,2.194,2.297
ZF2,2.185,1.686,2.022
ZF2,2.826,1.637,1.945
ZF2,1.543,1.921,2.038
ZF2,1.795,1.552,2.471
ZF2,1.946,1.507,1.615
ZF2,1.798,2.163,2.156
ZF2,2.002,2.128,2.229
ZF2,1.813,1.563,2.742
ZF2,1.819,1.181,1.756
ZF2,1.497,1.228,1.741
ZF2,2.093,1.587,1.63
ZF2,2.469,2.15,1.551
ZF2,2.616,1.151,1.524
ZF2,1.906,1.493,1.127
ZF2,1.573,1.873,2.099
ZF2,1.288,1.504,2.042
ZF2,1.715,1.54,1.783
ZF2,1.896,1.389,1.205
ZF2,1.79,1.905,1.778
ZF2,2.282,1.361,2.175
ZF2,1.632,1.82,1.732
ZF2,2.27,2.248,2.973
ZF2,2.478,1.802,1.567
ZF2,2.042,1.897,2.831
ZF2,1.631,1.578,2.086
ZF2,2.011,1.502,1.82
ZF2,2.012,1.552,1.737
ZF2,1.367,2.118,1.917
ZF2,2.147,1.838,1.519
ZF2,2.35,1.416,1.77
ZF2,1.902,1.511,1.927
ZF2,2.067,1.245,1.707
ZF2,2.283,1.437,1.719
ZF2,1.847,2.059,2.2
ZF2,2.328,1.995,2.34
ZF2,2.424,1.482,2.241
ZF2,1.713,1.733,1.883
ZF2,1.306,1.215,1.629
ZF2,2.169,2.117,1.506
ZF2,1.986,1.195,1.855
ZF2,2.698,1.783,1.318
ZF2,1.95,1.416,1.491
ZF2,1.587,1.529,2.59
ZF2,2.393,2.802,2.397
ZF2,1.657,1.821,2.282
ZF2,1.776,1.552,2.078
ZF2,1.364,1.585,2.413
ZF2,1.983,1.566,2.492
ZF2,1.704,1.907,1.476
ZF2,1.833,1.292,2.167
ZF2,3.008,0.913,2.227
ZF2,2.007,1.783,2.561
ZF2,2.52,1.488,1.678
ZF2,1.961,1.644,1.61
ZF2,1.342,1.303,2.426
ZF2,1.75,1.334,2.428
ZF2,2.467,2.025,2.548
ZF2,1.828,1.926,2.411
ZF2,1.934,1.516,2.761
ZF2,1.802,1.166,1.594
ZF2,1.737,1.832,1.854
ZF2,2.703,1.553,1.793
ZF2,2.398,1.037,1.885
ZF2,1.792,1.248,1.739
ZF2,1.889,1.488,2.644
ZF2,2.447,1.844,2.004
ZF2,1.871,1.723,2.01
ZF2,1.787,1.649,2.038
ZF2,1.448,1.222,1.847
ZF2,1.907,1.626,2.758
ZF2,1.805,1.631,2.343
ZF2,3.047,1.476,2.218
ZF2,2.212,1.759,2.052
ZF2,2.049,1.452,3.291
ZF2,2.341,1.813,1.431
ZF2,2.337,1.65,1.83
ZF2,1.753,1.6,2.541
ZF2,2.189,2.69,2.188
ZF2,1.767,2.06,1.826
ZF2,2.202,1.855,1.544
ZF2,1.682,1.738,1.693
ZF2,1.965,2.336,2.564
ZF2,1.403,2.381,1.932
ZF2,2.232,1.888,1.747
ZF2,2.02,2.127,2.154
ZF2,1.837,1.501,2.171
ZF2,1.899,1.184,3.127
ZF2,2.135,1.763,1.818
ZF2,2.066,2.231,1.065
ZF2,1.601,1.99,2.375
ZF2,2.296,1.891,2.666
ZF2,1.824,2.509,2.164
ZF2,2.063,2.391,2.335
ZF2,3.04,1.938,1.581
ZF2,3.427,2.135,1.508
ZF2,1.774,2.017,2.445
ZF2,1.896,1.516,2.763
ZF2,2.205,2.043,2.539
ZF2,2.219,2.627,1.723
ZF2,1.964,2.317,1.516
ZF2,2.604,2.629,1.926
ZF2,1.933,1.954,2.162
ZF2,1.67,1.832,2.016
ZF2,2.246,3.14,2.554
ZF2,1.646,1.971,1.664
ZF2,1.796,2.169,2.726
ZF2,1.788,1.654,1.971
ZF2,2.004,2.528,2.515
ZF2,1.952,1.807,2.057
ZF2,2.726,1.982,1.62
ZF2,1.713,2.314,1.822
ZF2,1.522,2.149,1.684
ZF2,3.285,2.396,2.477
ZF2,2.287,1.822,2.052
ZF2,1.369,2.205,1.874
ZF2,2.115,3.138,1.667
ZF2,1.476,2.006,1.495
ZF2,1.407,1.901,1.438
ZF2,2.306,2.453,1.966
ZF2,2.44,1.617,2.817
ZF2,2.29,2.268,3.275
ZF2,3.093,1.656,1.63
ZF2,2.514,2.752,1.955
ZF2,1.798,1.183,2.2
ZF2,2.037,1.428,2.693
ZF2,1.268,2.133,2.935
ZF2,1.619,2.407,1.689
ZF2,1.999,2.077,1.948
ZF2,1.285,1.477,2.438
ZF2,1.978,1.958,2.305
ZF2,1.481,2.444,1.761
ZF2,1.894,2.159,1.654
ZF2,1.776,2.138,2.088
ZF2,1.686,1.809,2.476
ZF2,2.693,2.181,1.582
ZF2,3.925,2.337,1.975
ZF2,2.203,1.628,2.001
ZF2,1.504,2.595,1.584
ZF2,1.961,2.034,1.586
ZF2,1.796,1.549,1.878
ZF2,2.436,2.178,2.905
ZF2,2.405,2.012,1.59
ZF2,2.058,2.128,2.007
ZF2,1.951,2.787,1.532
ZF2,1.538,2.102,1.495
ZF2,1.514,1.87,2.076
ZF2,1.848,2.1,1.412
ZF2,1.819,2.05,2.3
ZF2,2.769,1.769,2.161
ZF2,2.137,1.531,1.752
ZF2,2.46,1.758,2.313
ZF2,2.148,1.978,2.48
ZF2,2.481,2.382,1.917
ZF2,2.044,2.173,1.805
ZF2,1.944,2.056,2.224
ZF2,2.425,1.266,2.098
ZF2,1.601,1.358,2.343
ZF2,2.169,2.603,1.499
ZF2,1.864,1.734,1.53
ZF2,2.051,2.167,1.597
ZF2,2.033,1.317,2.664
ZF2,2.115,1.966,1.955
ZF2,2.137,2.183,1.906
ZF2,1.576,1.633,1.807
ZF2,1.874,2.135,2.19
ZF2,2.525,1.568,2.323
ZF2,2.652,1.684,2.274
ZF2,1.976,2.026,1.965
ZF2,2.608,1.469,2.712
ZF2,2.305,2.398,1.803
ZF2,2.32,2.27,2.497
ZF2,1.914,2.212,1.905
ZF2,1.928,2.204,1.766
ZF2,1.793,2.188,2.055
ZF2,2.232,1.852,1.885
ZF2,2.12,2.05,2.402
ZF2,2.021,2.532,2.207
ZF2,1.688,2.033,2.163
ZF2,1.927,2.064,1.586
ZF2,1.815,1.677,2.647
ZF2,2.031,2.211,2.335
ZF2,1.549,1.588,1.869
ZF2,2.496,1.963,1.993
ZF2,2.296,1.707,1.771
ZF2,2.441,1.317,1.832
ZF2,1.476,1.873,2.166
ZF2,1.905,2.083,1.605
ZF2,2.863,1.667,2.117
ZF2,2.54,1.799,1.664
ZF2,1.54,2.389,1.07
ZF2,2.123,2.338,1.897
ZF2,1.875,1.784,1.935
ZF2,2.005,1.582,1.747
ZF2,2.386,1.683,1.298
ZF2,1.9,1.741,1.881
ZF2,2.943,2.129,1.567
ZF2,2.023,2.373,1.597
ZF2,1.699,2.392,1.814
ZF2,2.076,1.817,2.357
ZF2,2.898,2.425,2.045
ZF2,3.257,2.49,2.077
ZF2,1.512,2.069,2.334
ZF2,1.744,3.032,1.62
ZF2,2.189,1.688,1.623
ZF2,1.207,1.592,1.872
ZF2,1.354,2.24,2.029
ZF2,2.742,1.914,1.465
ZF2,2.579,1.578,1.49
ZF2,1.837,2.433,1.404
ZF2,2.145,2.03,1.793
ZF2,1.581,1.798,1.84
ZF2,2.082,1.854,1.837
ZF2,2.116,2.267,1.416
ZF2,1.745,2.023,1.584
ZF2,2.047,3.176,2.184
