Coordination,r1_c36,r2_c36,r3_c36
V-trigonal-bipyramid,1.796,2.21,3.748
V-trigonal-bipyramid,1.874,2.301,2.962
V-trigonal-bipyramid,2.39,2.518,2.94
V-trigonal-bipyramid,2.364,2.379,2.497
V-trigonal-bipyramid,2.141,2.531,2.565
V-trigonal-bipyramid,2.618,2.878,1.976
V-trigonal-bipyramid,2.542,2.177,1.807
V-trigonal-bipyramid,3.232,2.229,1.766
V-trigonal-bipyramid,3.093,2.102,2.182
V-trigonal-bipyramid,1.913,2.238,3.052
V-trigonal-bipyramid,2.889,1.976,2.702
V-trigonal-bipyramid,1.642,2.439,2.401
V-trigonal-bipyramid,2.656,3.336,2.292
V-trigonal-bipyramid,1.671,3.146,2.695
V-trigonal-bipyramid,2.287,2.564,2.616
V-trigonal-bipyramid,2.261,3.449,2.491
V-trigonal-bipyramid,1.504,2.645,2.3
V-trigonal-bipyramid,2.262,2.393,2.263
V-trigonal-bipyramid,2.124,2.184,2.419
V-trigonal-bipyramid,1.797,2.398,1.704
V-trigonal-bipyramid,2,2.613,3.034
V-trigonal-bipyramid,2.634,2.818,3.047
V-trigonal-bipyramid,2.53,2.272,2.08
V-trigonal-bipyramid,2.098,1.972,2.496
V-trigonal-bipyramid,3.099,3.228,2.954
V-trigonal-bipyramid,2.321,2.731,2.895
V-trigonal-bipyramid,1.845,2.789,2.464
V-trigonal-bipyramid,1.709,1.548,2.189
V-trigonal-bipyramid,1.995,2.405,3.459
V-trigonal-bipyramid,2.808,2.588,3.018
V-trigonal-bipyramid,2.728,2.074,2.727
V-trigonal-bipyramid,1.918,2.317,3.221
V-trigonal-bipyramid,2.024,2.582,2.633
V-trigonal-bipyramid,2.517,1.867,2.468
V-trigonal-bipyramid,2.897,2.557,3.164
V-trigonal-bipyramid,3.558,2.9,3.378
V-trigonal-bipyramid,2.146,2.338,2.307
V-trigonal-bipyramid,2.262,2.835,2.402
V-trigonal-bipyramid,2.487,2.696,2.463
V-trigonal-bipyramid,1.781,1.871,3.575
V-trigonal-bipyramid,1.423,2.454,2.884
V-trigonal-bipyramid,2.572,2.255,2.097
V-trigonal-bipyramid,2.978,2.222,2.604
V-trigonal-bipyramid,2.224,2.675,2.741
V-trigonal-bipyramid,1.773,2.12,2.378
V-trigonal-bipyramid,1.822,2.982,2.102
V-trigonal-bipyramid,2.415,2.549,2.507
V-trigonal-bipyramid,2.26,2.13,1.98
V-trigonal-bipyramid,2.585,3.38,2.654
V-trigonal-bipyramid,1.965,2.596,2.75
V-trigonal-bipyramid,2.031,2.931,2.207
V-trigonal-bipyramid,2.342,2.458,2.124
V-trigonal-bipyramid,2.763,2.593,3.341
V-trigonal-bipyramid,1.987,2.216,2.246
V-trigonal-bipyramid,2.344,2.647,2.493
V-trigonal-bipyramid,2.619,2.1,2.116
V-trigonal-bipyramid,2.13,2.466,3.151
V-trigonal-bipyramid,2.043,2.29,2.728
V-trigonal-bipyramid,1.349,2.395,3.15
V-trigonal-bipyramid,1.975,2.247,3.306
V-trigonal-bipyramid,2.196,2.762,2.771
V-trigonal-bipyramid,2.693,2.174,2.588
V-trigonal-bipyramid,2.108,2.266,2.303
V-trigonal-bipyramid,2.183,1.993,1.469
V-trigonal-bipyramid,1.157,2.047,2.539
V-trigonal-bipyramid,1.489,2.412,2.391
V-trigonal-bipyramid,2.609,2.14,2.946
V-trigonal-bipyramid,2.112,2.3,1.84
V-trigonal-bipyramid,2.634,1.631,2.074
V-trigonal-bipyramid,1.904,2.993,2.441
V-trigonal-bipyramid,1.93,1.878,1.916
V-trigonal-bipyramid,2.2,2.267,2.934
V-trigonal-bipyramid,1.907,2.057,2.177
V-trigonal-bipyramid,1.792,1.637,2.38
V-trigonal-bipyramid,2.969,2.521,2.328
V-trigonal-bipyramid,1.566,2.826,2.88
V-trigonal-bipyramid,2.54,1.707,2.918
V-trigonal-bipyramid,1.682,2.176,1.74
V-trigonal-bipyramid,2.157,2.25,1.758
V-trigonal-bipyramid,2.184,1.718,2.151
V-trigonal-bipyramid,2.523,2.327,2.605
V-trigonal-bipyramid,1.941,3.128,2.838
V-trigonal-bipyramid,1.851,2.304,1.961
V-trigonal-bipyramid,2.646,2.415,2.369
V-trigonal-bipyramid,1.725,2.106,2.357
V-trigonal-bipyramid,2.53,1.692,2.341
V-trigonal-bipyramid,2.818,3.258,2.629
V-trigonal-bipyramid,2.815,2.971,2.032
V-trigonal-bipyramid,2.261,1.969,2.256
V-trigonal-bipyramid,2.374,2.455,2.491
V-trigonal-bipyramid,2.17,2.831,2.542
V-trigonal-bipyramid,2.264,1.972,2.054
V-trigonal-bipyramid,1.596,1.917,2.918
V-trigonal-bipyramid,2.268,3.043,2.668
V-trigonal-bipyramid,1.759,2.252,2.002
V-trigonal-bipyramid,2.284,2.769,3.038
V-trigonal-bipyramid,2.397,2.349,3.314
V-trigonal-bipyramid,2.47,2.146,3.076
V-trigonal-bipyramid,3.547,2.377,3.237
V-trigonal-bipyramid,1.967,2.351,2.806
V-trigonal-bipyramid,1.746,2.574,2.185
V-trigonal-bipyramid,3.161,2.044,3.709
V-trigonal-bipyramid,1.939,2.579,2.242
V-trigonal-bipyramid,1.494,1.865,2.779
V-trigonal-bipyramid,2.029,2.141,1.845
V-trigonal-bipyramid,2.562,2.525,3.561
V-trigonal-bipyramid,2.203,2.792,2.771
V-trigonal-bipyramid,2.193,2.521,2.151
V-trigonal-bipyramid,3.032,1.96,3.092
V-trigonal-bipyramid,2.23,1.602,3.347
V-trigonal-bipyramid,1.642,1.785,2.194
V-trigonal-bipyramid,2.021,2.63,2.323
V-trigonal-bipyramid,3.381,2.266,3.099
V-trigonal-bipyramid,2.486,1.819,2.559
V-trigonal-bipyramid,2.044,2.972,2.461
V-trigonal-bipyramid,2.253,3.28,2.257
V-trigonal-bipyramid,1.779,1.761,2.23
V-trigonal-bipyramid,1.846,2.117,2.772
V-trigonal-bipyramid,1.681,3.076,3.074
V-trigonal-bipyramid,2.012,2.758,2.247
V-trigonal-bipyramid,1.936,2.577,2.388
V-trigonal-bipyramid,1.683,2.804,2.604
V-trigonal-bipyramid,1.593,2.836,1.71
V-trigonal-bipyramid,2.484,2.534,2.489
V-trigonal-bipyramid,2.345,2.364,1.635
V-trigonal-bipyramid,1.956,1.553,2.895
V-trigonal-bipyramid,2.772,2.469,2.401
V-trigonal-bipyramid,2.446,2.826,2.991
V-trigonal-bipyramid,2.117,1.967,2.976
V-trigonal-bipyramid,2.66,2.216,2.461
V-trigonal-bipyramid,2.574,2.224,2.112
V-trigonal-bipyramid,2.644,2.629,1.803
V-trigonal-bipyramid,1.949,2.898,2.688
V-trigonal-bipyramid,2.421,2.151,2.563
V-trigonal-bipyramid,2.419,2.405,2.642
V-trigonal-bipyramid,2.269,2.462,1.77
V-trigonal-bipyramid,2.543,3.042,2.424
V-trigonal-bipyramid,1.729,2.798,1.484
V-trigonal-bipyramid,2.471,3.007,2.741
V-trigonal-bipyramid,2.6,2.721,2.743
V-trigonal-bipyramid,2.582,3.476,2.635
V-trigonal-bipyramid,2.532,2.894,2.89
V-trigonal-bipyramid,2.215,1.437,2.198
V-trigonal-bipyramid,2.212,2.63,2.417
V-trigonal-bipyramid,2.877,3.011,2.635
V-trigonal-bipyramid,3.289,2.803,1.767
V-trigonal-bipyramid,2.066,3.155,1.683
V-trigonal-bipyramid,2.643,2.17,3.418
V-trigonal-bipyramid,2.555,3.066,2.639
V-trigonal-bipyramid,3.048,2.642,3.088
V-trigonal-bipyramid,2.792,2.352,2.517
V-trigonal-bipyramid,2.016,3.392,2.182
V-trigonal-bipyramid,2.385,2.997,2.091
V-trigonal-bipyramid,2.587,3.712,1.899
V-trigonal-bipyramid,3.215,2.263,3.282
V-trigonal-bipyramid,2.878,2.917,2.534
V-trigonal-bipyramid,2.207,2.659,2.186
V-trigonal-bipyramid,2.647,2.745,1.846
V-trigonal-bipyramid,2.834,2.268,3.044
V-trigonal-bipyramid,2.78,2.927,2.095
V-trigonal-bipyramid,2.306,2.485,2.007
V-trigonal-bipyramid,2.654,2.592,2.294
V-trigonal-bipyramid,2.379,2.175,2.148
V-trigonal-bipyramid,2.704,2.654,2.685
V-trigonal-bipyramid,2.357,2.323,2.723
V-trigonal-bipyramid,2.349,2.528,2.235
V-trigonal-bipyramid,1.808,3.043,2.524
V-trigonal-bipyramid,2.53,2.684,1.796
V-trigonal-bipyramid,2.419,1.79,3.286
V-trigonal-bipyramid,2.818,2.553,1.967
V-trigonal-bipyramid,1.957,1.629,3.026
V-trigonal-bipyramid,2.309,3.702,3.333
V-trigonal-bipyramid,2.947,2.729,3.272
V-trigonal-bipyramid,2.785,2.473,2.081
V-trigonal-bipyramid,2.034,2.711,2.092
V-trigonal-bipyramid,2.888,3.252,2.199
V-trigonal-bipyramid,2.262,3.103,2.65
V-trigonal-bipyramid,2.014,2.516,3.304
V-trigonal-bipyramid,2.446,2.617,2.604
V-trigonal-bipyramid,2.079,2.045,1.786
V-trigonal-bipyramid,2.753,2.009,2.442
V-trigonal-bipyramid,2.943,2.731,2.426
V-trigonal-bipyramid,2.27,2.489,3.027
V-trigonal-bipyramid,1.583,1.851,2.495
V-trigonal-bipyramid,3.263,3.002,2.267
V-trigonal-bipyramid,2.331,3.473,2.205
V-trigonal-bipyramid,2.182,3.137,2.228
V-trigonal-bipyramid,2.731,2.956,2.46
V-trigonal-bipyramid,2.124,3.218,1.787
V-trigonal-bipyramid,2.79,2.229,2.912
V-trigonal-bipyramid,2.403,2.144,1.808
V-trigonal-bipyramid,2.14,2.776,3.135
V-trigonal-bipyramid,2.759,2.107,2.831
V-trigonal-bipyramid,2.318,2.379,2.567
V-trigonal-bipyramid,2.659,3.425,1.757
V-trigonal-bipyramid,1.762,2.116,3.174
V-trigonal-bipyramid,2.697,2.322,1.988
V-trigonal-bipyramid,2.582,2.76,2.805
V-trigonal-bipyramid,2.111,2.66,3.017
V-trigonal-bipyramid,2.402,2.809,1.782
V-trigonal-bipyramid,2.374,2.591,2.169
V-trigonal-bipyramid,2.236,2.455,2.01
V-trigonal-bipyramid,2.686,2.987,3.053
V-trigonal-bipyramid,2.605,2.687,1.788
V-trigonal-bipyramid,2.659,2.442,2.289
V-trigonal-bipyramid,2.192,2.922,2.044
V-trigonal-bipyramid,3.039,3.029,2.984
V-trigonal-bipyramid,2.565,2.247,1.677
V-trigonal-bipyramid,2.686,3.17,2.403
V-trigonal-bipyramid,2.916,3.798,3.137
V-trigonal-bipyramid,2.689,2.082,2.941
V-trigonal-bipyramid,1.257,2.47,2.62
V-trigonal-bipyramid,2.865,3.221,1.725
V-trigonal-bipyramid,1.629,2.073,3.033
V-trigonal-bipyramid,2.935,1.714,2.836
V-trigonal-bipyramid,1.882,2.868,2.743
V-trigonal-bipyramid,2.63,1.874,2.516
V-trigonal-bipyramid,2.285,2.378,1.666
V-trigonal-bipyramid,1.983,3.285,1.795
V-trigonal-bipyramid,2.386,2.311,2.904
V-trigonal-bipyramid,2.171,2.535,2.182
V-trigonal-bipyramid,2.241,2.348,1.883
V-trigonal-bipyramid,2.496,2.027,3.659
V-trigonal-bipyramid,2.149,2.414,3.374
V-trigonal-bipyramid,2.123,2.678,1.982
V-trigonal-bipyramid,2.094,2.718,2.662
V-trigonal-bipyramid,2.612,1.982,3.477
V-trigonal-bipyramid,2.312,3.026,2.333
V-trigonal-bipyramid,1.445,2.382,2.578
V-trigonal-bipyramid,2.374,2.735,2.804
V-trigonal-bipyramid,2.673,2.486,2.806
V-trigonal-bipyramid,2.071,3.257,2.13
V-trigonal-bipyramid,2.01,2.502,2.754
V-trigonal-bipyramid,1.649,2.631,1.924
V-trigonal-bipyramid,2.039,1.903,2.3
V-trigonal-bipyramid,2.637,3.108,2.894
V-trigonal-bipyramid,2.185,2.081,3.681
V-trigonal-bipyramid,2.606,2.14,2.367
V-trigonal-bipyramid,2.366,2.426,2.324
V-trigonal-bipyramid,2.122,2.145,2.701
V-trigonal-bipyramid,1.736,3.159,2.82
V-trigonal-bipyramid,1.559,2.25,2.001
V-trigonal-bipyramid,3.026,2.402,2.532
V-trigonal-bipyramid,3.34,2.413,2.362
V-trigonal-bipyramid,2.507,2.194,3.205
V-trigonal-bipyramid,2.981,2.384,2.584
V-trigonal-bipyramid,1.622,2.679,3.346
V-trigonal-bipyramid,2.384,2.199,3.103
V-trigonal-bipyramid,2.196,1.75,2.355
V-trigonal-bipyramid,1.666,3.116,2.611
V-trigonal-bipyramid,2.477,2.689,3.341
V-trigonal-bipyramid,1.829,2.964,3.092
V-trigonal-bipyramid,2.08,2.419,2.568
V-trigonal-bipyramid,2.06,3.517,2.612
V-trigonal-bipyramid,2.251,2.496,2.13
V-trigonal-bipyramid,2.784,1.692,3.053
V-trigonal-bipyramid,2.083,2.023,2.258
V-trigonal-bipyramid,1.985,3.229,2.631
V-trigonal-bipyramid,3.349,2.451,2.572
V-trigonal-bipyramid,2.834,3.165,1.493
V-trigonal-bipyramid,1.446,3.174,2.461
V-trigonal-bipyramid,1.856,2.89,1.908
V-trigonal-bipyramid,2.204,2.302,2.675
V-trigonal-bipyramid,2.25,2.402,2.927
V-trigonal-bipyramid,3.138,2.415,2.712
V-trigonal-bipyramid,2.236,2.859,2.56
V-trigonal-bipyramid,1.891,2.491,2.257
V-trigonal-bipyramid,2.093,2.376,3.04
V-trigonal-bipyramid,1.74,2.673,2.178
V-trigonal-bipyramid,1.755,1.647,2.47
V-trigonal-bipyramid,1.877,2.238,2.343
V-trigonal-bipyramid,3.519,2.816,2.407
V-trigonal-bipyramid,2.602,1.581,2.875
V-trigonal-bipyramid,1.579,3.145,3.322
V-trigonal-bipyramid,3.181,2.858,2.748
V-trigonal-bipyramid,1.982,2.479,3.14
V-trigonal-bipyramid,1.924,2.361,2.698
V-trigonal-bipyramid,1.962,2.922,3.484
V-trigonal-bipyramid,2.47,2.613,3.021
V-trigonal-bipyramid,2.024,2.398,1.861
V-trigonal-bipyramid,1.853,2.547,2.351
V-trigonal-bipyramid,1.984,1.699,3.309
V-trigonal-bipyramid,2.739,1.515,2.107
V-trigonal-bipyramid,1.182,2.309,3.095
V-trigonal-bipyramid,2.241,2.471,2.825
V-trigonal-bipyramid,2.358,2.09,1.889
V-trigonal-bipyramid,2.831,2.329,2.968
V-trigonal-bipyramid,2.041,2.264,2.94
V-trigonal-bipyramid,2.18,3.089,2.762
