Coordination,r1_c36,r2_c36,r3_c36
V-trigonal-bipyramid,2.351,2.314,2.652
V-trigonal-bipyramid,2.476,2.131,2.723
V-trigonal-bipyramid,1.894,2.776,2.546
V-trigonal-bipyramid,1.865,3.126,2.024
V-trigonal-bipyramid,2.396,1.683,2.864
V-trigonal-bipyramid,2.554,2.193,1.957
V-trigonal-bipyramid,1.722,2.293,2
V-trigonal-bipyramid,2.947,2.152,2.5
V-trigonal-bipyramid,2.403,1.93,2.944
V-trigonal-bipyramid,2.074,2.823,2.195
V-trigonal-bipyramid,2.189,1.925,1.904
V-trigonal-bipyramid,2.842,2.707,2.14
V-trigonal-bipyramid,2.964,2.948,2.474
V-trigonal-bipyramid,1.828,1.701,2.198
V-trigonal-bipyramid,1.896,3.151,2.331
V-trigonal-bipyramid,2.165,2.345,2.607
V-trigonal-bipyramid,2.451,2.479,2.727
V-trigonal-bipyramid,2.242,2.303,3.066
V-trigonal-bipyramid,3.218,1.755,1.676
V-trigonal-bipyramid,2.045,2.799,2.785
V-trigonal-bipyramid,2.06,2.182,2.397
V-trigonal-bipyramid,1.584,1.672,1.919
V-trigonal-bipyramid,2.408,2.628,2.194
V-trigonal-bipyramid,2.211,2.14,2.548
V-trigonal-bipyramid,2.447,2.141,1.964
V-trigonal-bipyramid,3.779,1.836,2.442
V-trigonal-bipyramid,2.269,2.471,1.968
V-trigonal-bipyramid,1.802,3.117,2.202
V-trigonal-bipyramid,2.478,3.225,2.529
V-trigonal-bipyramid,1.991,2.383,3.141
V-trigonal-bipyramid,2.352,2.723,2.725
V-trigonal-bipyramid,2.971,2.469,1.528
V-trigonal-bipyramid,2.761,2.758,2.279
V-trigonal-bipyramid,1.463,2.522,2.886
V-trigonal-bipyramid,2.823,2.551,2.238
V-trigonal-bipyramid,2.941,2.215,2.453
V-trigonal-bipyramid,2.256,2.33,1.973
V-trigonal-bipyramid,1.834,2.186,1.522
V-trigonal-bipyramid,2.54,2.425,3.011
V-trigonal-bipyramid,2.826,2.121,2.831
V-trigonal-bipyramid,2.586,2.612,1.813
V-trigonal-bipyramid,2.117,2.261,1.313
V-trigonal-bipyramid,2.709,2.684,1.684
V-trigonal-bipyramid,3.132,2.686,2.31
V-trigonal-bipyramid,3.234,2.636,2.67
V-trigonal-bipyramid,2.279,3.207,2.71
V-trigonal-bipyramid,2.768,2.62,1.907
V-trigonal-bipyramid,2.444,2.33,2.355
V-trigonal-bipyramid,2.193,2.674,2.261
V-trigonal-bipyramid,2.53,2.375,2.004
V-trigonal-bipyramid,2.919,2.152,1.367
V-trigonal-bipyramid,1.931,2.899,2.776
V-trigonal-bipyramid,2.676,2.151,2.107
V-trigonal-bipyramid,1.766,2.614,2.462
V-trigonal-bipyramid,2.835,1.585,3.432
V-trigonal-bipyramid,2.363,3.164,1.867
V-trigonal-bipyramid,3.205,2.545,2.608
V-trigonal-bipyramid,2.453,3.257,1.719
V-trigonal-bipyramid,3.276,2.416,2.259
V-trigonal-bipyramid,2.141,1.23,2.084
V-trigonal-bipyramid,2.566,3.25,3.533
V-trigonal-bipyramid,2.098,2.32,2.644
V-trigonal-bipyramid,1.784,2.628,2.413
V-trigonal-bipyramid,2.706,3.159,2.036
V-trigonal-bipyramid,1.198,2.424,2.929
V-trigonal-bipyramid,1.702,3.186,2.145
V-trigonal-bipyramid,2.479,2.534,2.233
V-trigonal-bipyramid,1.768,3.068,2.257
V-trigonal-bipyramid,2.482,2.178,1.818
V-trigonal-bipyramid,2.6,1.736,2.365
V-trigonal-bipyramid,2.425,3.194,3.278
V-trigonal-bipyramid,2.957,2.352,2.584
V-trigonal-bipyramid,1.955,2.457,3.038
V-trigonal-bipyramid,1.741,2.969,3.383
V-trigonal-bipyramid,1.795,2.072,2.598
V-trigonal-bipyramid,2.955,2.665,1.831
V-trigonal-bipyramid,2.185,2.568,2.251
V-trigonal-bipyramid,2.22,2.406,1.273
V-trigonal-bipyramid,2.606,2.954,3.224
V-trigonal-bipyramid,2.384,2.645,2.122
V-trigonal-bipyramid,2.619,2.727,2.884
V-trigonal-bipyramid,2.852,1.775,1.881
V-trigonal-bipyramid,1.401,1.777,1.953
V-trigonal-bipyramid,3.032,3.933,2.04
V-trigonal-bipyramid,2.041,2.217,1.775
V-trigonal-bipyramid,2.34,2.067,1.538
V-trigonal-bipyramid,2.133,2.799,2.988
V-trigonal-bipyramid,2.093,1.893,2.931
V-trigonal-bipyramid,2.247,2.322,2.818
V-trigonal-bipyramid,2.055,1.968,1.276
V-trigonal-bipyramid,2.773,2.598,2.27
V-trigonal-bipyramid,2.418,2.274,1.879
V-trigonal-bipyramid,2.804,3.152,2.185
V-trigonal-bipyramid,2.562,1.175,2.647
V-trigonal-bipyramid,2.383,2.845,1.832
V-trigonal-bipyramid,2.843,1.656,2.61
V-trigonal-bipyramid,2.411,2.928,2.447
V-trigonal-bipyramid,2.503,2.305,2.902
V-trigonal-bipyramid,3.241,2.967,2.307
V-trigonal-bipyramid,2.503,2.295,2.735
V-trigonal-bipyramid,2.621,2.597,3.022
V-trigonal-bipyramid,2.25,2.176,2.619
V-trigonal-bipyramid,2.28,2.768,1.763
V-trigonal-bipyramid,2.434,1.879,1.333
V-trigonal-bipyramid,1.855,2.448,3.316
V-trigonal-bipyramid,2.027,2.997,2.213
V-trigonal-bipyramid,1.969,2.377,2.4
V-trigonal-bipyramid,2.212,2.621,1.663
V-trigonal-bipyramid,2.835,2.234,1.98
V-trigonal-bipyramid,2.43,1.788,2.171
V-trigonal-bipyramid,2.971,1.624,2.353
V-trigonal-bipyramid,2.04,2.811,2.941
V-trigonal-bipyramid,2.487,2.692,3.68
V-trigonal-bipyramid,1.815,2.933,2.235
V-trigonal-bipyramid,1.9,2.565,1.918
V-trigonal-bipyramid,2.918,1.373,2.707
V-trigonal-bipyramid,2.611,1.953,2.336
V-trigonal-bipyramid,2.526,3.305,3.105
V-trigonal-bipyramid,1.405,2.586,2.551
V-trigonal-bipyramid,1.961,2.417,1.472
V-trigonal-bipyramid,2.001,2.331,2.357
V-trigonal-bipyramid,2.253,1.444,2.816
V-trigonal-bipyramid,2.687,2.699,3.313
V-trigonal-bipyramid,1.931,2.578,2.064
V-trigonal-bipyramid,3.076,2.278,2.291
V-trigonal-bipyramid,2.783,22.13,2.638
V-trigonal-bipyramid,1.219,13.494,3.239
V-trigonal-bipyramid,2.22,14.553,2.073
V-trigonal-bipyramid,3.194,14.213,2.423
V-trigonal-bipyramid,3.205,17.776,1.711
V-trigonal-bipyramid,2.826,17.965,3.128
V-trigonal-bipyramid,1.527,16.787,3.166
V-trigonal-bipyramid,1.607,17.278,2.46
V-trigonal-bipyramid,2.387,13.446,2.135
V-trigonal-bipyramid,2.578,14.481,2.588
V-trigonal-bipyramid,1.847,15.223,2.037
V-trigonal-bipyramid,3.119,14.805,3.174
V-trigonal-bipyramid,1.754,18.483,2.167
V-trigonal-bipyramid,2.422,14.411,2.374
V-trigonal-bipyramid,2.082,13.065,2.411
V-trigonal-bipyramid,2.187,16.441,2.385
V-trigonal-bipyramid,2.21,14.814,1.706
V-trigonal-bipyramid,2.776,16.2,1.841
V-trigonal-bipyramid,1.564,14.387,2.796
V-trigonal-bipyramid,2.483,14.014,2.014
V-trigonal-bipyramid,1.625,17.497,3.15
V-trigonal-bipyramid,2.667,20.211,3.087
V-trigonal-bipyramid,2.018,19.473,2.396
V-trigonal-bipyramid,2.151,18.771,2.216
V-trigonal-bipyramid,3.21,15.002,1.723
V-trigonal-bipyramid,1.849,19,2.416
V-trigonal-bipyramid,2.745,18.859,2.396
V-trigonal-bipyramid,2.408,19.4,2.608
V-trigonal-bipyramid,3.149,18.125,2.532
V-trigonal-bipyramid,1.772,17.972,2.521
V-trigonal-bipyramid,1.752,20.733,1.88
V-trigonal-bipyramid,2.058,20.338,2.87
V-trigonal-bipyramid,1.769,19.06,2.671
V-trigonal-bipyramid,1.278,20.406,2.222
V-trigonal-bipyramid,2.788,17.557,2.192
V-trigonal-bipyramid,1.322,19.904,2.161
V-trigonal-bipyramid,1.771,22.721,2.233
V-trigonal-bipyramid,1.499,16.24,2.667
V-trigonal-bipyramid,1.635,17.31,2.094
V-trigonal-bipyramid,1.743,13.322,2.189
V-trigonal-bipyramid,1.894,13.322,2.204
V-trigonal-bipyramid,2.126,17.174,2.791
V-trigonal-bipyramid,2.412,21.809,2.174
V-trigonal-bipyramid,2.486,18.41,2.032
V-trigonal-bipyramid,2.753,15.72,2.281
V-trigonal-bipyramid,2.044,14.695,2.268
V-trigonal-bipyramid,1.271,15.313,2.283
V-trigonal-bipyramid,2.13,20.689,2.473
V-trigonal-bipyramid,2.028,19.216,2.253
V-trigonal-bipyramid,2.851,18.942,2.884
V-trigonal-bipyramid,1.488,19.207,2.341
V-trigonal-bipyramid,2.686,28.478,2.582
V-trigonal-bipyramid,2.377,25.191,2.388
V-trigonal-bipyramid,2.229,28.433,2.702
V-trigonal-bipyramid,2.457,15.381,2.449
V-trigonal-bipyramid,1.906,29.196,2.935
V-trigonal-bipyramid,1.578,27.527,2.726
V-trigonal-bipyramid,2.449,26.698,2.938
V-trigonal-bipyramid,2.247,34.196,3.449
V-trigonal-bipyramid,2.001,22.34,2.923
V-trigonal-bipyramid,2.681,24.394,2.185
V-trigonal-bipyramid,2.094,29.54,1.905
V-trigonal-bipyramid,2.012,30.406,2.719
V-trigonal-bipyramid,2.388,28.14,2.121
V-trigonal-bipyramid,2.112,14.251,2.71
V-trigonal-bipyramid,2.094,23.897,2.345
V-trigonal-bipyramid,1.974,27.169,1.827
V-trigonal-bipyramid,1.442,31.06,2.458
V-trigonal-bipyramid,2.144,29.953,1.983
V-trigonal-bipyramid,1.627,16.13,2.042
V-trigonal-bipyramid,2.535,17.584,2.61
V-trigonal-bipyramid,3.003,19.362,1.879
V-trigonal-bipyramid,2.157,12.682,2.227
V-trigonal-bipyramid,1.535,36.136,3.014
V-trigonal-bipyramid,1.906,43.325,3.078
V-trigonal-bipyramid,2.401,45.281,2.831
V-trigonal-bipyramid,1.698,45.209,1.901
V-trigonal-bipyramid,2.19,48.165,2.335
V-trigonal-bipyramid,2.878,48.801,2.013
V-trigonal-bipyramid,1.982,41.26,2.339
V-trigonal-bipyramid,1.51,40.785,2.36
V-trigonal-bipyramid,1.891,46.309,2.756
V-trigonal-bipyramid,1.54,45.255,2.682
V-trigonal-bipyramid,2.957,46.331,2.788
V-trigonal-bipyramid,2.551,41.256,1.584
V-trigonal-bipyramid,2.027,46.444,2.864
V-trigonal-bipyramid,2.563,45.711,2.513
V-trigonal-bipyramid,2.277,35.285,2.56
V-trigonal-bipyramid,2.153,27.51,2.256
V-trigonal-bipyramid,1.981,9.251,2.594
V-trigonal-bipyramid,2.213,10.619,2.172
V-trigonal-bipyramid,2.446,34.967,1.587
V-trigonal-bipyramid,1.782,27.521,2.56
V-trigonal-bipyramid,2.291,33.304,1.766
V-trigonal-bipyramid,2.448,38.639,1.922
V-trigonal-bipyramid,1.532,45.091,1.857
V-trigonal-bipyramid,3.061,44.672,2.124
V-trigonal-bipyramid,2.4,41.219,2.177
V-trigonal-bipyramid,1.702,38.628,2.609
V-trigonal-bipyramid,1.56,39.814,2.008
V-trigonal-bipyramid,2.53,36.68,2.2
V-trigonal-bipyramid,2.815,34.013,2.051
V-trigonal-bipyramid,1.551,41.094,2.682
V-trigonal-bipyramid,2.393,37.142,2.253
V-trigonal-bipyramid,2.008,39.713,2.407
V-trigonal-bipyramid,1.636,40.475,2.752
V-trigonal-bipyramid,2.11,38.884,1.881
V-trigonal-bipyramid,1.886,35.173,2.476
V-trigonal-bipyramid,1.934,42.456,2.672
V-trigonal-bipyramid,1.856,43.839,2.522
V-trigonal-bipyramid,2.173,45.273,2.211
V-trigonal-bipyramid,2.141,48.446,1.86
V-trigonal-bipyramid,2.125,46.883,2.389
V-trigonal-bipyramid,1.87,48.344,2.146
V-trigonal-bipyramid,2.547,52.491,1.978
V-trigonal-bipyramid,1.813,53.021,2.865
V-trigonal-bipyramid,2.457,50.985,2.57
V-trigonal-bipyramid,2.392,49.469,1.84
V-trigonal-bipyramid,2.73,49.087,2.225
V-trigonal-bipyramid,2.514,46.475,3.217
V-trigonal-bipyramid,2.003,46.796,2.409
V-trigonal-bipyramid,2.709,48.892,2.194
V-trigonal-bipyramid,2.584,49.489,2.164
V-trigonal-bipyramid,2.205,46.599,2.241
V-trigonal-bipyramid,2.209,43.669,2.271
V-trigonal-bipyramid,2.032,39.9,2.4
V-trigonal-bipyramid,2.253,35.273,3
V-trigonal-bipyramid,1.961,42.794,1.96
V-trigonal-bipyramid,2.407,30.358,2.14
V-trigonal-bipyramid,2.538,45.476,2.31
V-trigonal-bipyramid,2.203,47.51,1.498
V-trigonal-bipyramid,1.322,44.806,2.048
V-trigonal-bipyramid,2.106,44.11,2.422
V-trigonal-bipyramid,2.44,44.15,2.201
V-trigonal-bipyramid,2.438,33.36,1.985
V-trigonal-bipyramid,2.478,37.037,1.9
V-trigonal-bipyramid,2.32,44.94,1.695
V-trigonal-bipyramid,2.782,44.215,1.954
V-trigonal-bipyramid,2.513,49.2,2.193
V-trigonal-bipyramid,1.992,49.847,2.01
V-trigonal-bipyramid,2.998,45.336,2.871
V-trigonal-bipyramid,1.643,49.239,1.928
V-trigonal-bipyramid,1.7,39.56,1.835
V-trigonal-bipyramid,2.158,46.509,2.057
V-trigonal-bipyramid,2.133,46.157,2.351
V-trigonal-bipyramid,2.451,43.754,2.638
V-trigonal-bipyramid,1.489,41.583,2.897
V-trigonal-bipyramid,2.279,38.515,2.989
V-trigonal-bipyramid,1.716,39.021,2.534
V-trigonal-bipyramid,3.18,27.454,3.014
V-trigonal-bipyramid,2.599,22.596,2.249
V-trigonal-bipyramid,2.109,23.261,2.267
V-trigonal-bipyramid,3.038,24.295,1.658
V-trigonal-bipyramid,1.454,25.624,2.558
V-trigonal-bipyramid,2.109,28.675,2.237
V-trigonal-bipyramid,2.562,23.245,2.271
V-trigonal-bipyramid,2.773,27.519,2.25
V-trigonal-bipyramid,1.851,36.003,2.23
V-trigonal-bipyramid,1.613,32.485,2.764
V-trigonal-bipyramid,2.129,43.897,2.073
V-trigonal-bipyramid,1.795,38.804,2.457
V-trigonal-bipyramid,2.071,33.586,2.08
V-trigonal-bipyramid,2.168,29.607,2.799
V-trigonal-bipyramid,2.021,38.257,2.082
V-trigonal-bipyramid,1.756,47.982,2.135
V-trigonal-bipyramid,1.936,36.281,2.406
V-trigonal-bipyramid,2.668,45.738,2.362
V-trigonal-bipyramid,2.057,44.017,2.401
V-trigonal-bipyramid,2.839,28.778,1.877
V-trigonal-bipyramid,2.272,35.294,2.565
V-trigonal-bipyramid,2.157,33.972,2.05
V-trigonal-bipyramid,1.6,42.85,1.668
V-trigonal-bipyramid,2.767,48.24,2.346
V-trigonal-bipyramid,1.682,42.004,1.943
V-trigonal-bipyramid,2.635,50.881,1.71
V-trigonal-bipyramid,1.848,46.33,1.737
V-trigonal-bipyramid,1.519,56.837,2.731
V-trigonal-bipyramid,2.003,55.355,2.947
V-trigonal-bipyramid,2.401,55.245,2.416
V-trigonal-bipyramid,2.575,42.585,2.744
V-trigonal-bipyramid,2.364,48.342,2.153
V-trigonal-bipyramid,1.482,66.077,2.73
V-trigonal-bipyramid,2.496,68.261,2.053
V-trigonal-bipyramid,1.508,51.823,2.145
V-trigonal-bipyramid,2.038,56.768,2.545
V-trigonal-bipyramid,1.653,55.955,2.455
V-trigonal-bipyramid,1.857,67.994,2.901
V-trigonal-bipyramid,2.523,55.187,2.882
V-trigonal-bipyramid,2.007,44.328,2.155
V-trigonal-bipyramid,2.783,61.662,2.044
V-trigonal-bipyramid,2.461,55.913,1.582
V-trigonal-bipyramid,1.987,64.41,3.089
V-trigonal-bipyramid,1.876,60.12,2.355
V-trigonal-bipyramid,1.856,54.186,2.086
V-trigonal-bipyramid,2.216,55.151,1.96
V-trigonal-bipyramid,2.423,48.652,1.748
V-trigonal-bipyramid,2.071,47.326,3.196
V-trigonal-bipyramid,2.189,47.819,2.499
V-trigonal-bipyramid,2.528,43.522,1.784
V-trigonal-bipyramid,2.368,48.117,2.494
V-trigonal-bipyramid,1.738,48.568,2.122
V-trigonal-bipyramid,1.819,52.497,1.663
V-trigonal-bipyramid,2.504,50.18,2.079
V-trigonal-bipyramid,1.375,53.219,1.659
V-trigonal-bipyramid,1.531,49.419,1.729
V-trigonal-bipyramid,2.69,47.718,2.082
V-trigonal-bipyramid,2.238,48.498,1.573
V-trigonal-bipyramid,1.844,45.431,2.578
V-trigonal-bipyramid,1.82,46.301,1.058
V-trigonal-bipyramid,1.859,44.5,3.34
V-trigonal-bipyramid,1.327,33.968,2.207
V-trigonal-bipyramid,1.374,23.138,2.943
V-trigonal-bipyramid,2.945,33.524,2.418
V-trigonal-bipyramid,2.073,26.044,2.27
V-trigonal-bipyramid,2.078,27.338,2.819
V-trigonal-bipyramid,2.049,29.083,2.597
V-trigonal-bipyramid,2.783,25.527,2.465
V-trigonal-bipyramid,1.585,31.342,2.246
V-trigonal-bipyramid,1.874,31.719,2.246
V-trigonal-bipyramid,2.267,33.254,1.849
V-trigonal-bipyramid,2.602,35.414,3.353
V-trigonal-bipyramid,2.092,38.323,2.263
V-trigonal-bipyramid,2.022,31.397,2.556
V-trigonal-bipyramid,2.385,37.366,2.203
V-trigonal-bipyramid,2.293,35.925,2.234
V-trigonal-bipyramid,1.916,50.893,2.494
V-trigonal-bipyramid,2.535,47.451,2.526
V-trigonal-bipyramid,2.428,42.115,3.129
V-trigonal-bipyramid,1.887,46.2,1.865
V-trigonal-bipyramid,3.191,37.184,3.091
V-trigonal-bipyramid,1.959,40.949,2.494
V-trigonal-bipyramid,2.533,46.694,1.72
V-trigonal-bipyramid,2.818,45.126,2.14
V-trigonal-bipyramid,2.774,39.515,2.342
V-trigonal-bipyramid,2.312,42.842,1.852
V-trigonal-bipyramid,2.285,46.405,2.349
V-trigonal-bipyramid,1.672,37.348,2.15
V-trigonal-bipyramid,2.371,45.23,1.358
V-trigonal-bipyramid,2.242,42.451,2.377
V-trigonal-bipyramid,2.093,36.854,2.235
V-trigonal-bipyramid,2.047,36.338,1.768
V-trigonal-bipyramid,1.587,41.927,1.686
V-trigonal-bipyramid,1.993,47.694,2.483
V-trigonal-bipyramid,2.868,50.482,2.984
V-trigonal-bipyramid,2.444,48.288,2.836
V-trigonal-bipyramid,1.845,46.481,1.977
V-trigonal-bipyramid,1.662,47.317,2.784
V-trigonal-bipyramid,1.946,57.033,2.338
V-trigonal-bipyramid,1.237,51.291,3.269
V-trigonal-bipyramid,2.604,61.259,3.099
V-trigonal-bipyramid,3.746,60.479,1.857
V-trigonal-bipyramid,1.885,55.018,1.937
V-trigonal-bipyramid,1.563,55.049,2.581
V-trigonal-bipyramid,2.186,52.044,2.605
V-trigonal-bipyramid,2.835,47.633,2.609
V-trigonal-bipyramid,1.717,43.964,2.051
V-trigonal-bipyramid,2.139,55.166,1.829
V-trigonal-bipyramid,2.724,56.616,2.418
V-trigonal-bipyramid,2.706,54.189,2.119
V-trigonal-bipyramid,2.356,51.581,3.115
V-trigonal-bipyramid,2.312,47.643,2.443
V-trigonal-bipyramid,1.509,63.235,2.625
V-trigonal-bipyramid,2.606,81.606,2.173
V-trigonal-bipyramid,2.203,72.356,2.641
V-trigonal-bipyramid,2.069,70.026,1.65
V-trigonal-bipyramid,2.344,41.546,1.944
V-trigonal-bipyramid,2.978,38.694,2.376
V-trigonal-bipyramid,1.511,52.458,1.864
V-trigonal-bipyramid,2.189,57.079,2.748
V-trigonal-bipyramid,2.14,68.105,1.881
V-trigonal-bipyramid,2.277,77.538,1.738
V-trigonal-bipyramid,2.315,86.713,1.468
V-trigonal-bipyramid,1.955,90.36,1.601
V-trigonal-bipyramid,2.78,89.5,1.655
V-trigonal-bipyramid,2.1,88.854,2.016
V-trigonal-bipyramid,2.282,91.86,2.773
V-trigonal-bipyramid,2.378,81.99,2.88
V-trigonal-bipyramid,2.441,90.755,2.165
V-trigonal-bipyramid,1.847,90.224,1.68
V-trigonal-bipyramid,2.039,89.254,2.576
V-trigonal-bipyramid,2.034,87.51,2.269
V-trigonal-bipyramid,2.606,90.409,2.305
V-trigonal-bipyramid,2.083,91.068,1.751
V-trigonal-bipyramid,1.958,84.177,1.527
V-trigonal-bipyramid,1.776,88.932,1.995
V-trigonal-bipyramid,1.85,86.503,3.036
V-trigonal-bipyramid,1.646,81.857,2.208
V-trigonal-bipyramid,2.325,87.125,2.743
V-trigonal-bipyramid,2.132,81.765,2.378
V-trigonal-bipyramid,1.796,86.979,2.529
V-trigonal-bipyramid,2.965,88.719,2.816
V-trigonal-bipyramid,2.502,83.545,2.143
V-trigonal-bipyramid,2.082,84.929,2.555
V-trigonal-bipyramid,1.976,86.417,1.81
V-trigonal-bipyramid,1.676,89.757,1.833
V-trigonal-bipyramid,1.964,88.395,2.58
V-trigonal-bipyramid,3.076,89.42,2.408
V-trigonal-bipyramid,3.264,90.012,2.047
V-trigonal-bipyramid,2.067,83.703,2.326
V-trigonal-bipyramid,2.033,79.647,2.056
V-trigonal-bipyramid,2.105,74.061,2.28
V-trigonal-bipyramid,1.815,70.753,1.506
V-trigonal-bipyramid,1.861,68.719,2.263
V-trigonal-bipyramid,2.004,70.946,2.138
V-trigonal-bipyramid,1.736,73.458,2.272
V-trigonal-bipyramid,1.758,79.898,1.608
V-trigonal-bipyramid,1.927,81.484,2.995
V-trigonal-bipyramid,1.824,73.966,2.909
V-trigonal-bipyramid,2.597,80.189,2.692
V-trigonal-bipyramid,1.226,84.198,2.143
V-trigonal-bipyramid,2.517,82.988,1.555
V-trigonal-bipyramid,2.325,85.039,2.26
V-trigonal-bipyramid,1.995,76.701,1.438
V-trigonal-bipyramid,2.04,79.505,1.431
V-trigonal-bipyramid,1.815,82.202,2.243
V-trigonal-bipyramid,1.776,82.689,2.344
V-trigonal-bipyramid,2.286,85.834,2.253
V-trigonal-bipyramid,1.578,79.248,1.713
V-trigonal-bipyramid,2.008,80.354,2.303
V-trigonal-bipyramid,2.521,81.2,2.133
V-trigonal-bipyramid,1.626,83.056,2.56
V-trigonal-bipyramid,2.374,80.676,3.245
V-trigonal-bipyramid,2.963,80.665,2.53
V-trigonal-bipyramid,2.532,93.208,2.015
V-trigonal-bipyramid,2.252,84.03,2.365
V-trigonal-bipyramid,2.128,85.933,1.745
V-trigonal-bipyramid,2.958,85.126,1.352
V-trigonal-bipyramid,1.683,87.77,2.009
V-trigonal-bipyramid,1.907,90.28,2.192
V-trigonal-bipyramid,1.832,84.38,1.719
V-trigonal-bipyramid,2.737,79.003,2.747
V-trigonal-bipyramid,1.634,81.904,2.286
V-trigonal-bipyramid,2.305,83.596,2.757
V-trigonal-bipyramid,2.198,83.128,2.051
V-trigonal-bipyramid,2.365,78.612,2.074
V-trigonal-bipyramid,2.659,73.821,1.468
V-trigonal-bipyramid,1.61,78.106,2.55
V-trigonal-bipyramid,2.133,74.044,2.158
V-trigonal-bipyramid,2.897,81.332,3.281
V-trigonal-bipyramid,1.614,85.03,1.753
V-trigonal-bipyramid,2.251,87.355,1.93
V-trigonal-bipyramid,1.706,87.267,2.52
V-trigonal-bipyramid,2.433,78.155,2.314
V-trigonal-bipyramid,2.665,83.55,2.078
V-trigonal-bipyramid,1.692,80.378,1.927
V-trigonal-bipyramid,2.062,79.737,2.415
V-trigonal-bipyramid,2.084,74.917,2.013
V-trigonal-bipyramid,2.052,68.932,2.133
V-trigonal-bipyramid,2.049,66.096,3.05
V-trigonal-bipyramid,2.375,67.254,2.813
V-trigonal-bipyramid,2.02,74.603,2.104
V-trigonal-bipyramid,1.918,82.867,2.003
V-trigonal-bipyramid,2.014,77.957,2.161
V-trigonal-bipyramid,2.399,79.101,2.289
V-trigonal-bipyramid,1.798,78.638,1.669
V-trigonal-bipyramid,2.174,82.595,2.44
V-trigonal-bipyramid,2.096,82.268,2.14
V-trigonal-bipyramid,1.734,83.895,1.76
V-trigonal-bipyramid,2.236,83.196,2.414
V-trigonal-bipyramid,2.08,82.185,3.078
V-trigonal-bipyramid,2.237,85.643,2.199
V-trigonal-bipyramid,1.675,87.984,2.395
V-trigonal-bipyramid,1.84,90.536,2.591
V-trigonal-bipyramid,2.204,88.358,2.461
V-trigonal-bipyramid,2.027,87.931,1.908
V-trigonal-bipyramid,1.77,88.327,2.541
V-trigonal-bipyramid,1.862,88.727,1.983
V-trigonal-bipyramid,2.877,91.412,2.702
V-trigonal-bipyramid,1.757,89.17,2.468
V-trigonal-bipyramid,2.055,86.007,1.735
V-trigonal-bipyramid,2.43,87.437,2.151
V-trigonal-bipyramid,1.781,85.16,2.839
V-trigonal-bipyramid,2.396,89.192,2.281
V-trigonal-bipyramid,1.478,88.372,1.979
V-trigonal-bipyramid,1.95,89.506,2.342
V-trigonal-bipyramid,2.062,89.159,1.996
V-trigonal-bipyramid,1.68,86.725,2.294
V-trigonal-bipyramid,2.542,88.145,2.756
V-trigonal-bipyramid,2.597,83.959,2.78
V-trigonal-bipyramid,1.529,89.963,2.68
V-trigonal-bipyramid,2.224,89.847,3.403
V-trigonal-bipyramid,2.25,89.419,1.977
V-trigonal-bipyramid,2.574,84.55,2.384
V-trigonal-bipyramid,1.985,86.723,1.926
V-trigonal-bipyramid,1.808,89.45,2.571
V-trigonal-bipyramid,1.685,87.611,2.177
V-trigonal-bipyramid,1.594,83.838,1.863
V-trigonal-bipyramid,2.877,87.073,3.451
V-trigonal-bipyramid,2.521,82.382,2.654
V-trigonal-bipyramid,2.032,78.86,2.284
V-trigonal-bipyramid,2.119,82.225,2.121
V-trigonal-bipyramid,1.838,82.954,2.891
V-trigonal-bipyramid,1.823,78.593,3.002
V-trigonal-bipyramid,2.596,83.633,2.047
V-trigonal-bipyramid,1.775,86.736,3.23
V-trigonal-bipyramid,1.678,82.141,2.851
V-trigonal-bipyramid,2.521,72.603,2.194
V-trigonal-bipyramid,1.976,82.971,1.89
V-trigonal-bipyramid,2.517,85.618,2.785
V-trigonal-bipyramid,1.599,86.371,2.76
V-trigonal-bipyramid,1.419,84.47,2.481
V-trigonal-bipyramid,1.934,86.122,2.29
V-trigonal-bipyramid,2.821,83.015,2.767
V-trigonal-bipyramid,1.392,87.349,2.378
V-trigonal-bipyramid,2.284,89.102,2.038
V-trigonal-bipyramid,1.614,91.291,3.077
V-trigonal-bipyramid,1.847,85.471,1.815
V-trigonal-bipyramid,2.326,85.545,2.359
V-trigonal-bipyramid,1.963,86.528,2.148
V-trigonal-bipyramid,2.171,95.335,2.047
V-trigonal-bipyramid,1.978,95.162,1.619
V-trigonal-bipyramid,1.952,82.519,2.443
V-trigonal-bipyramid,1.955,93.818,2.097
V-trigonal-bipyramid,2.357,93.599,2.434
V-trigonal-bipyramid,1.155,91.14,2.436
V-trigonal-bipyramid,1.623,92.084,2.067
V-trigonal-bipyramid,1.915,73.682,2.733
V-trigonal-bipyramid,1.724,92.431,1.844
V-trigonal-bipyramid,1.911,95.067,2.204
V-trigonal-bipyramid,2.582,93.394,1.664
V-trigonal-bipyramid,1.593,94.792,2.533
V-trigonal-bipyramid,2.304,94.706,2.261
V-trigonal-bipyramid,1.676,92.324,2.435
V-trigonal-bipyramid,2.138,93.455,1.644
V-trigonal-bipyramid,1.562,94.275,2.249
V-trigonal-bipyramid,2.883,93.08,3.289
V-trigonal-bipyramid,1.073,91.552,1.934
V-trigonal-bipyramid,2.611,87.29,2.439
V-trigonal-bipyramid,2.73,91.365,2.084
V-trigonal-bipyramid,2.02,84.576,1.956
V-trigonal-bipyramid,1.581,92.05,2.832
V-trigonal-bipyramid,2.173,87.613,2.87
V-trigonal-bipyramid,2.15,94.5,3.071
V-trigonal-bipyramid,1.977,92.001,2.556
